prefix,input_file,group,input_dir,task,segclass,th,auc,Jacc,mIoU,mDice,AP
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,1,0.9,0.49924178189574636,0.00428907362633723,0.4989240998496727,0.6657096091514114,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,1,0.9500000000000001,0.49924178189574636,0.0014378374039769558,0.4996341315699295,0.6663413601856976,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.05,0.4996911934599564,0.35300856980851175,0.3373282119546659,0.5044807452319329,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.1,0.4996911934599564,0.2972141072000109,0.36561353026767274,0.5354566678687248,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.15000000000000002,0.4996911934599564,0.25814693336016975,0.394424599415795,0.5657165152973991,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.2,0.4996911934599564,0.22808437306570226,0.4132345146969657,0.5848066838070759,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.25,0.4996911934599564,0.20310487933254695,0.42685326580496874,0.5983141245288279,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.30000000000000004,0.4996911934599564,0.18165176299362631,0.4375364374457976,0.6087309052017706,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.35000000000000003,0.4996911934599564,0.16249504114400518,0.4462317129529516,0.617095721010116,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.4,0.4996911934599564,0.1448617171989974,0.45370792494713585,0.6242078090660489,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.45,0.4996911934599564,0.1286429333732537,0.4601704012691358,0.6302968484783762,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.5,0.4996911934599564,0.11314725759294467,0.46598657717987824,0.6357310263278235,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.55,0.4996911934599564,0.09842865069407301,0.47122552883464686,0.6405890992272719,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.6000000000000001,0.4996911934599564,0.08406049216547731,0.4760669550046979,0.6450478874074435,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.65,0.4996911934599564,0.06983572312770786,0.4806030667362598,0.6491990465961098,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.7000000000000001,0.4996911934599564,0.05557002328067808,0.48487752076066487,0.6530875628728617,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.75,0.4996911934599564,0.042149301117442264,0.48878947192874883,0.6566267167139436,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.8,0.4996911934599564,0.028838484311676224,0.4924351636959254,0.6599082701665109,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.8500000000000001,0.4996911934599564,0.01697229968193107,0.4956263225416123,0.662767574971765,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.9,0.4996911934599564,0.007678901780977435,0.4980347708499453,0.664917493289237,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.9500000000000001,0.4996911934599564,0.0021949921558057405,0.49944674675340833,0.6661747008906509,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.05,0.5000199123390312,0.05307639854179234,0.48557858030977236,0.6537231470271367,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.1,0.5000199123390312,0.032508857588726583,0.491423746691358,0.6589994275770921,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.15000000000000002,0.5000199123390312,0.02301525240745601,0.4940316925272664,0.6613402685430718,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.2,0.5000199123390312,0.017308759974309012,0.4955463011316511,0.6626959881747403,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.25,0.5000199123390312,0.01365608199659076,0.4965108538401626,0.6635579331255888,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.30000000000000004,0.5000199123390312,0.011143792997677577,0.49716258853315876,0.664139703543768,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.35000000000000003,0.5000199123390312,0.009439927794565664,0.4975995817851474,0.6645294996087061,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.4,0.5000199123390312,0.00832225530372112,0.4978940354797548,0.6647920308760136,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.45,0.5000199123390312,0.007491295664257998,0.4981152157373584,0.6649891664567709,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.5,0.5000199123390312,0.006747211358975029,0.4983051699284964,0.6651584181881406,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.55,0.5000199123390312,0.006104283458974673,0.49846170290485137,0.6652978530332918,0.0
image2,image2.npz,test,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.6000000000000001,0.5000199123390312,0.005609010773211706,0.4985920099791197,0.6654139129106292,0.0
